Organization,Division,Industry,Country,SDG_Goals,Year Range Start,URL,File Type,Flag,Last Scraped
Sacred Heart Mission,Division Q,Health Care And Social Assistance,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.jpmorganchase.com/content/dam/jpmc/jpmorgan-chase-and-co/investor-relations/documents/annualreport-2023.pdf,PDF,Third-party,16/04/2025
Sacred Heart Mission,Division Q,Health Care And Social Assistance,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://hdr.undp.org/system/files/documents/global-report-document/hdr2023-24reporten.pdf,PDF,Third-party,16/04/2025
Sacred Heart Mission,Division Q,Health Care And Social Assistance,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://financing.desa.un.org/sites/default/files/2024-11/29%20Nov.%20FfD4%202nd%20PrepCom%20-%20Draft%20Program%20of%20Side%20Events%201.pdf,PDF,Third-party,16/04/2025
Aboriginal Medical Service Cooperative Limited (AMSRedfern),Division Q,Health Care And Social Assistance,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://amsredfern.org.au/wp-content/uploads/2023/11/AMS-Redfern-Annual-Report-2022-23-v7-DIGITAL.pdf,PDF,Trusted,16/04/2025
Aboriginal Medical Service Cooperative Limited (AMSRedfern),Division Q,Health Care And Social Assistance,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.ahmrc.org.au/wp-content/uploads/2025/02/AHMRC_AR2024_250115_DIGITAL-1.pdf,PDF,Third-party,16/04/2025
Aboriginal Medical Service Cooperative Limited (AMSRedfern),Division Q,Health Care And Social Assistance,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://brienholdenfoundation.org/wp-content/uploads/2024/01/BHF-Annual-Review-2023_shortfinancial_Final-compressed.pdf,PDF,Third-party,16/04/2025
Aboriginal Medical Service Cooperative Limited (AMSRedfern),Division Q,Health Care And Social Assistance,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.nida.edu.au/wp-content/uploads/NIDA_Student_Handbook_Final_Feb-2025.pdf,PDF,Third-party,16/04/2025
Aboriginal Medical Service Cooperative Limited (AMSRedfern),Division Q,Health Care And Social Assistance,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.nida.edu.au/wp-content/uploads/NIDA_Student_Handbook_2024_Version-4.pdf,PDF,Third-party,16/04/2025
Aboriginal Medical Service Cooperative Limited (AMSRedfern),Division Q,Health Care And Social Assistance,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.amc.org.au/wp-content/uploads/2023/08/2021-USYD-Report-secured.pdf,PDF,Third-party,16/04/2025
Aboriginal Medical Service Cooperative Limited (AMSRedfern),Division Q,Health Care And Social Assistance,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.acon.org.au/wp-content/uploads/2023/11/Annual-Report-2022-2023.pdf,PDF,Third-party,16/04/2025
Aboriginal Medical Service Cooperative Limited (AMSRedfern),Division Q,Health Care And Social Assistance,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.communityjusticecoalition.org/wp-content/uploads/2022/11/Medicare-access-for-prisoners-compressed.pdf,PDF,Third-party,16/04/2025
Aboriginal Medical Service Cooperative Limited (AMSRedfern),Division Q,Health Care And Social Assistance,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://shared-drupal-s3fs.s3.ap-southeast-2.amazonaws.com/master-test/fapub_pdf/Waterloo+submissions.pdf,PDF,Third-party,16/04/2025
Aboriginal Medical Service Cooperative Limited (AMSRedfern),Division Q,Health Care And Social Assistance,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.parliament.nsw.gov.au/tp/files/187223/NSW%20Aboriginal%20Land%20Council%20Annual%20Report%202023.pdf,PDF,Third-party,16/04/2025
Aboriginal Medical Service Cooperative Limited (AMSRedfern),Division Q,Health Care And Social Assistance,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.seslhd.health.nsw.gov.au/sites/default/files/groups/Planning_Population_and_Equity/Health_Plans/Royal-Hospital-for-Women-Integrated-Health-Services-Plan%20.pdf,PDF,Third-party,16/04/2025
Aboriginal Medical Service Cooperative Limited (AMSRedfern),Division Q,Health Care And Social Assistance,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://acn.edu.au/wp-content/uploads/national-aboriginal-and-torres-strait-islander-health-plan.pdf,PDF,Third-party,16/04/2025
Bupa Health Foundation (bupa),Division Q,Health Care And Social Assistance,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.bupa.com/~/media/files/b/bupa-v5/documents/annual-report-2023/bupa-sustainability-and-esg-section-ar2023.pdf,PDF,Trusted,16/04/2025
Bupa Health Foundation (bupa),Division Q,Health Care And Social Assistance,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.bupa.com/~/media/files/b/bupa-v5/documents/financials/results-centre/2024/bupa-group-bond-holder-results-presentation-half-year-2024.pdf,PDF,Trusted,16/04/2025
Bupa Health Foundation (bupa),Division Q,Health Care And Social Assistance,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.bupa.com/~/media/files/b/bupa-v5/documents/annual-report-2024/bupa-group-2024-annual-report-and-accounts.pdf,PDF,Trusted,16/04/2025
Bupa Health Foundation (bupa),Division Q,Health Care And Social Assistance,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.astrazeneca.com/content/dam/az/Sustainability/2024/pdf/AZ-Impact-Publication-2024.pdf,PDF,Third-party,16/04/2025
Bupa Health Foundation (bupa),Division Q,Health Care And Social Assistance,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://world-heart-federation.org/wp-content/uploads/JRedfern_CV_WHF.pdf,PDF,Third-party,16/04/2025
Bupa Health Foundation (bupa),Division Q,Health Care And Social Assistance,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.csl.com/-/media/shared/documents/annual-report/csl-annual-report-2024.pdf,PDF,Third-party,16/04/2025
Bupa Health Foundation (bupa),Division Q,Health Care And Social Assistance,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.sanofi.com/assets/dotcom/content-app/documents/2024/The-Sanofi-Approach-to-Employee-Benefits-and-Wellbeing-062024.pdf,PDF,Third-party,16/04/2025
Bupa Health Foundation (bupa),Division Q,Health Care And Social Assistance,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.homeaffairs.gov.au/foi/files/2024/fa-240500026-document-released.PDF,PDF,Third-party,16/04/2025
Bupa Health Foundation (bupa),Division Q,Health Care And Social Assistance,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.lloydsbankinggroup.com/assets/pdfs/investors/financial-performance/lloyds-banking-group-plc/2024/q4/2024-lbg-sustainability-report.pdf,PDF,Third-party,16/04/2025
Bupa Health Foundation (bupa),Division Q,Health Care And Social Assistance,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.ramsayhealth.com/globalassets/global/investor-centre/investor-centre-pdfs/rhc-annual-report-2023_final.pdf,PDF,Third-party,16/04/2025
Bupa Health Foundation (bupa),Division Q,Health Care And Social Assistance,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.reckitt.com/media/da4hdggo/reckitt_sustainability-report_2023.pdf,PDF,Third-party,16/04/2025
Bupa Health Foundation (bupa),Division Q,Health Care And Social Assistance,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://investors.sonichealthcare.com/FormBuilder/_Resource/_module/T8Ln_c4ibUqyFnnNe9zNRA/docs/Reports/AR/SHL_AnnualReport_2024.pdf,PDF,Third-party,16/04/2025
Bupa Health Foundation (bupa),Division Q,Health Care And Social Assistance,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.medibank.com.au/content/dam/retail/about-assets/pdfs/investor-centre/annual-reports/Medibank_Annual_Report_2024.pdf,PDF,Third-party,16/04/2025
Bupa Health Foundation (bupa),Division Q,Health Care And Social Assistance,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.mq.edu.au/__data/assets/pdf_file/0008/1334699/Australian-Institute-of-Health-Innovation-OFOH-Report-2025.pdf,PDF,Third-party,16/04/2025
Bupa Health Foundation (bupa),Division Q,Health Care And Social Assistance,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.unsw.edu.au/content/dam/pdfs/future-students/2025-INT-UG-Guide.pdf,PDF,Third-party,16/04/2025
Bupa Health Foundation (bupa),Division Q,Health Care And Social Assistance,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,http://www.rns-pdf.londonstockexchange.com/rns/9077F_1-2024-3-6.pdf,PDF,Third-party,16/04/2025
Bupa Health Foundation (bupa),Division Q,Health Care And Social Assistance,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://conservationvolunteers.com.au/wp-content/uploads/2024/03/Nature-Blocks-Dec-23-Report_v33_email.pdf,PDF,Third-party,16/04/2025
Australian Healthcare and Hospitals Association (AHHA),Division Q,Health Care And Social Assistance,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://ahha.asn.au/wp-content/uploads/2024/09/AHHA-Annual-Report-2023-24.pdf,PDF,Trusted,16/04/2025
Australian Healthcare and Hospitals Association (AHHA),Division Q,Health Care And Social Assistance,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://ahha.asn.au/wp-content/uploads/2024/04/deeble_perspectives_brief_30._transforming_for_valued-based_health_care.pdf,PDF,Trusted,16/04/2025
