Organization,Division,Industry,Country,SDG_Goals,Year Range Start,URL,File Type,Flag,Last Scraped
Anglo American Australia (angloamerican),Division B,Mining,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://investors.baesystems.com/~/media/Files/B/BAE-Systems-Investor/investors/annual-reports/2023-annual-report.pdf,PDF,Third-party,21/04/2025
Anglo American Australia (angloamerican),Division B,Mining,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.angloamerican.com/~/media/Files/A/Anglo-American-Group-v9/PLC/investors/annual-reporting/2023/aa-annual-report-full-2023.pdf,PDF,Trusted,21/04/2025
Anglo American Australia (angloamerican),Division B,Mining,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.glencore.com/.rest/api/v1/documents/static/d09d8212-4a9f-4034-b2d4-49152e5a0aff/GLEN-2023-Annual-Report.pdf,PDF,Third-party,21/04/2025
Anglo American Australia (angloamerican),Division B,Mining,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.angloamerican.com/~/media/Files/A/Anglo-American-Group-v9/PLC/investors/annual-reporting/2025/sustainability-report-plc-2024.pdf,PDF,Trusted,21/04/2025
Anglo American Australia (angloamerican),Division B,Mining,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.peabodyenergy.com/Peabody/media/MediaLibrary/Investor%20Info/Peabody-to-Acquire-Tier-1-Australian-Metallurgical-Coal-Assets-from-Anglo-American-(2).pdf,PDF,Third-party,21/04/2025
Anglo American Australia (angloamerican),Division B,Mining,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.bp.com/content/dam/bp/business-sites/en/global/corporate/pdfs/sustainability/group-reports/bp-sustainability-report-2023.pdf,PDF,Third-party,21/04/2025
Anglo American Australia (angloamerican),Division B,Mining,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.bat.com/content/dam/batcom/global/main-nav/investors-and-reporting/reporting/combined-annual-and-esg-report/BAT_Annual_Report_on_Form_20-F_2023.pdf,PDF,Third-party,21/04/2025
Calix Limited (calix),Division B,Mining,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://calix.global/wp-content/uploads/2024/08/calix-limited-annual-report-2024.pdf,PDF,Trusted,21/04/2025
Calix Limited (calix),Division B,Mining,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://calix.global/wp-content/uploads/2024/08/calix-limited-fy24-sustainability-report.pdf,PDF,Trusted,21/04/2025
Calix Limited (calix),Division B,Mining,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.heidelbergmaterials.com/sites/default/files/2024-03/HM_ASR_2023.pdf,PDF,Third-party,21/04/2025
Calix Limited (calix),Division B,Mining,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://calix.global/wp-content/uploads/2024/03/Annual-Report_Calix-FY23_v19_slide-deck.pdf,PDF,Trusted,21/04/2025
Calix Limited (calix),Division B,Mining,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.aspecthuntley.com.au/asxdata/20240827/pdf/02843774.pdf,PDF,Third-party,21/04/2025
Calix Limited (calix),Division B,Mining,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://calix.global/wp-content/uploads/2024/08/calix-limited-corporate-governance-statement-2024.pdf,PDF,Trusted,21/04/2025
Calix Limited (calix),Division B,Mining,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.transurban.com/content/dam/investor-centre/04/2024-Corporate-Report.pdf,PDF,Third-party,21/04/2025
Calix Limited (calix),Division B,Mining,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.calpers.ca.gov/sites/default/files/spf/docs/forms-publications/annual-investment-report-fy-2023.pdf,PDF,Third-party,21/04/2025
Calix Limited (calix),Division B,Mining,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://company-announcements.afr.com/asx/cxl/e01129d2-4d98-11ed-ae65-b2a7466ef4a4.pdf,PDF,Third-party,21/04/2025
Minerals Council of Australia (minerals),Division B,Mining,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://minerals.org.au/wp-content/uploads/2024/06/MCA-Annual-Report_2023.pdf,PDF,Trusted,21/04/2025
Minerals Council of Australia (minerals),Division B,Mining,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.bhp.com/-/media/documents/investors/annual-reports/2023/230822_bhpannualreport2023.pdf,PDF,Third-party,21/04/2025
Minerals Council of Australia (minerals),Division B,Mining,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://minerals.org.au/wp-content/uploads/2023/10/MCA-Annual-Report_2022.pdf,PDF,Trusted,21/04/2025
Minerals Council of Australia (minerals),Division B,Mining,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://sustainability.aboutamazon.com/2023-sustainability-report.pdf,PDF,Third-party,21/04/2025
Minerals Council of Australia (minerals),Division B,Mining,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.nestle.com/sites/default/files/2024-02/creating-shared-value-sustainability-report-2023-en.pdf,PDF,Third-party,21/04/2025
Minerals Council of Australia (minerals),Division B,Mining,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.apple.com/environment/pdf/Apple_Environmental_Progress_Report_2024.pdf,PDF,Third-party,21/04/2025
Minerals Council of Australia (minerals),Division B,Mining,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.glencore.com/.rest/api/v1/documents/static/5e7ce09a-a860-4709-9287-b63d620e01c1/GLEN-2023-Review-of-our-Direct-and-Indirect-Advocacy.pdf,PDF,Third-party,21/04/2025
Minerals Council of Australia (minerals),Division B,Mining,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.peabodyenergy.com/Peabody/media/MediaLibrary/2024_Peabody_ESG_Report.pdf,PDF,Third-party,21/04/2025
Minerals Council of Australia (minerals),Division B,Mining,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.aasb.gov.au/media/0n5jwkr1/edsr1_mca.pdf,PDF,Third-party,21/04/2025
Minerals Council of Australia (minerals),Division B,Mining,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.industry.gov.au/sites/default/files/2023-06/critical-minerals-strategy-2023-2030.pdf,PDF,Third-party,21/04/2025
Veolia Australia and New Zealand (veolia),Division B,Mining,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.veolia.com/sites/g/files/dvc4206/files/document/2024/04/integrated-report-2023-2024-veolia.pdf,PDF,Trusted,21/04/2025
Veolia Australia and New Zealand (veolia),Division B,Mining,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.nestle.com/sites/default/files/2024-02/creating-shared-value-sustainability-report-2023-en.pdf,PDF,Third-party,21/04/2025
Veolia Australia and New Zealand (veolia),Division B,Mining,AU,"Goal 5. Achieve gender equality and empower all women and girls, Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all, Goal 12. Ensure sustainable consumption and production patterns, Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development",2023,https://www.veolia.com/sites/g/files/dvc4206/files/document/2023/08/veolia-esg-multifaceted-performance-progress-report-2023.pdf,PDF,Trusted,21/04/2025
